timestamp,elapsed_time_min,temperature_degC,humidity_percent
2025-09-04 01:36:58,4.297285815080007,23.0,50.0
2025-09-04 01:37:02,4.351961723963419,23.0,50.0
2025-09-04 01:37:05,4.406568253040314,23.0,50.0
2025-09-04 01:37:08,4.461180444558462,23.0,50.0
2025-09-04 01:37:12,4.515798457463583,23.0,50.0
2025-09-04 01:37:15,4.57040718793869,23.0,50.0
2025-09-04 01:37:18,4.625016510486603,23.0,50.0
2025-09-04 01:37:21,4.679628312587738,23.0,50.0
2025-09-04 01:37:25,4.734248654047648,23.0,50.0
2025-09-04 01:37:28,4.788917084534963,23.0,50.0
2025-09-04 01:37:31,4.843529196580251,23.0,50.0
2025-09-04 01:37:34,4.898134215672811,23.0,50.0
2025-09-04 01:37:38,4.952752590179443,23.0,50.0
2025-09-04 01:37:41,5.0073639988899235,23.0,50.0
2025-09-04 01:37:44,5.061975948015848,23.0,50.0
2025-09-04 01:37:48,5.116580267747243,23.0,50.0
2025-09-04 01:37:51,5.171194346745809,23.0,50.0
2025-09-04 01:37:54,5.225809677441915,23.0,50.0
2025-09-04 01:37:57,5.280483686923981,23.0,50.0
2025-09-04 01:38:01,5.335103563467661,23.0,50.0
2025-09-04 01:38:04,5.389709273974101,23.0,50.0
2025-09-04 01:38:07,5.444319303830465,23.0,50.0
2025-09-04 01:38:11,5.498936116695404,23.0,50.0
2025-09-04 01:38:14,5.553543833891551,23.0,50.0
2025-09-04 01:38:17,5.608218868573506,23.0,50.0
2025-09-04 01:38:20,5.6628311236699425,23.0,50.0
2025-09-04 01:38:24,5.717443148295085,23.0,50.0
2025-09-04 01:38:27,5.772059313456217,23.0,50.0
2025-09-04 01:38:30,5.826659989356995,23.0,50.0
2025-09-04 01:38:33,5.881270011266072,23.0,50.0
2025-09-04 01:38:37,5.9358833948771155,23.0,50.0
2025-09-04 01:38:40,5.990497263272603,23.0,50.0
2025-09-04 01:38:43,6.045110229651133,23.0,50.0
2025-09-04 01:38:47,6.099717406431834,23.0,50.0
2025-09-04 01:38:50,6.154398028055827,23.0,50.0
2025-09-04 01:38:53,6.209004867076874,23.0,50.0
2025-09-04 01:38:56,6.263618246714274,23.0,50.0
2025-09-04 01:39:00,6.3182379047075905,23.0,50.0
2025-09-04 01:39:03,6.372847167650859,23.0,50.0
2025-09-04 01:39:06,6.427449862162272,23.0,50.0
2025-09-04 01:39:10,6.482134330272674,23.0,50.0
2025-09-04 01:39:13,6.5367426633834835,23.0,50.0
2025-09-04 01:39:16,6.591350881258647,23.0,50.0
2025-09-04 01:39:19,6.6459663311640425,23.0,50.0
2025-09-04 01:39:23,6.700578371683757,23.0,50.0
2025-09-04 01:39:26,6.755186096827189,23.0,50.0
2025-09-04 01:39:29,6.809797509511312,23.0,50.0
2025-09-04 01:39:32,6.864409311612447,23.0,50.0
2025-09-04 01:39:36,6.919087731838227,23.0,50.0
2025-09-04 01:39:39,6.973698739210764,23.0,50.0
2025-09-04 01:39:42,7.0283097664515175,23.0,50.0
2025-09-04 01:39:46,7.082928717136383,23.0,50.0
2025-09-04 01:39:49,7.137533613046011,23.0,50.0
2025-09-04 01:39:52,7.192141723632813,23.0,50.0
2025-09-04 01:39:55,7.246759434541066,23.0,50.0
2025-09-04 01:39:59,7.301364854971568,23.0,50.0
2025-09-04 01:40:02,7.356050292650859,23.0,50.0
2025-09-04 01:40:05,7.410655999183655,23.0,50.0
2025-09-04 01:40:09,7.465274083614349,23.0,50.0
2025-09-04 01:40:12,7.5198788722356165,23.0,50.0
2025-09-04 01:40:15,7.574491175015767,23.0,50.0
2025-09-04 01:40:18,7.629105389118195,23.0,50.0
2025-09-04 01:40:22,7.683781985441843,23.0,50.0
2025-09-04 01:40:25,7.738391025861104,23.0,50.0
2025-09-04 01:40:28,7.793006940682729,23.0,50.0
2025-09-04 01:40:31,7.8476114749908445,23.0,50.0
2025-09-04 01:40:35,7.902230950196584,23.0,50.0
2025-09-04 01:40:38,7.956834077835083,23.0,50.0
2025-09-04 01:40:41,8.011445009708405,23.0,50.0
2025-09-04 01:40:45,8.066063892841338,23.0,50.0
2025-09-04 01:40:48,8.120669253667195,23.0,50.0
2025-09-04 01:40:51,8.175277531147003,23.0,50.0
2025-09-04 01:40:54,8.22989118496577,23.0,50.0
2025-09-04 01:40:58,8.28450227578481,23.0,50.0
2025-09-04 01:41:01,8.339181220531463,23.0,50.0
2025-09-04 01:41:04,8.393798053264618,23.0,50.0
2025-09-04 01:41:08,8.44840380748113,23.0,50.0
2025-09-04 01:41:11,8.503021550178527,23.0,50.0
2025-09-04 01:41:14,8.557698678970336,23.0,50.0
2025-09-04 01:41:17,8.61230319738388,23.0,50.0
2025-09-04 01:41:21,8.666920173168183,23.0,50.0
2025-09-04 01:41:24,8.72152819633484,23.0,50.0
2025-09-04 01:41:27,8.776142354806264,23.0,50.0
2025-09-04 01:41:30,8.830744516849517,23.0,50.0
2025-09-04 01:41:34,8.885367556413014,23.0,50.0
2025-09-04 01:41:37,8.939976052443187,23.0,50.0
2025-09-04 01:41:40,8.994585001468659,23.0,50.0
2025-09-04 01:41:44,9.049193334579467,23.0,50.0
2025-09-04 01:41:47,9.103869791825613,23.0,50.0
2025-09-04 01:41:50,9.15848240852356,23.0,50.0
2025-09-04 01:41:53,9.213089215755463,23.0,50.0
2025-09-04 01:41:57,9.267710506916046,23.0,50.0
2025-09-04 01:42:00,9.32231638431549,23.0,50.0
2025-09-04 01:42:03,9.376923072338105,23.0,50.0
2025-09-04 01:42:06,9.431604806582133,23.0,50.0
2025-09-04 01:42:10,9.486216910680135,23.0,50.0
2025-09-04 01:42:13,9.540831883748373,23.0,50.0
2025-09-04 01:42:16,9.595438436667125,23.0,50.0
2025-09-04 01:42:20,9.65005691051483,23.0,50.0
2025-09-04 01:42:23,9.704668577512106,23.0,50.0
2025-09-04 01:42:26,9.759274423122406,23.0,50.0
2025-09-04 01:42:29,9.813959109783173,23.0,50.0
2025-09-04 01:42:33,9.868563441435496,23.0,50.0
2025-09-04 01:42:36,9.92317361831665,23.0,50.0
2025-09-04 01:42:39,9.97778536081314,23.0,50.0
2025-09-04 01:42:43,10.03239541053772,23.0,50.0
2025-09-04 01:42:46,10.087011841932933,23.0,50.0
2025-09-04 01:42:49,10.1416223804156,23.0,50.0
2025-09-04 01:42:52,10.196230856577555,23.0,50.0
2025-09-04 01:42:56,10.25084547996521,23.0,50.0
2025-09-04 01:42:59,10.305454842249553,23.0,50.0
2025-09-04 01:43:02,10.360061995188396,23.0,50.0
2025-09-04 01:43:05,10.41474902232488,23.0,50.0
2025-09-04 01:43:09,10.46935490767161,23.0,50.0
2025-09-04 01:43:12,10.523959370454152,23.0,50.0
2025-09-04 01:43:15,10.578583093484243,23.0,50.0
2025-09-04 01:43:19,10.633253026008607,23.0,50.0
2025-09-04 01:43:22,10.687870442867279,23.0,50.0
2025-09-04 01:43:25,10.742478017012278,23.0,50.0
2025-09-04 01:43:28,10.797086970011394,23.0,50.0
2025-09-04 01:43:32,10.851702384154002,23.0,50.0
2025-09-04 01:43:35,10.906311551729837,23.0,50.0
2025-09-04 01:43:38,10.960926258563996,23.0,50.0
2025-09-04 01:43:42,11.015536673863728,23.0,50.0
2025-09-04 01:43:45,11.07014255921046,23.0,50.0
2025-09-04 01:43:48,11.124754854043324,23.0,50.0
2025-09-04 01:43:51,11.179365479946137,23.0,50.0
2025-09-04 01:43:55,11.234048783779144,23.0,50.0
2025-09-04 01:43:58,11.288651410738627,23.0,50.0
2025-09-04 01:44:01,11.343267409006755,23.0,50.0
2025-09-04 01:44:04,11.397875785827637,23.0,50.0
2025-09-04 01:44:08,11.452488342920939,23.0,50.0
2025-09-04 01:44:11,11.507098778088887,23.0,50.0
2025-09-04 01:44:14,11.561712288856507,23.0,50.0
2025-09-04 01:44:18,11.616386461257935,23.0,50.0
2025-09-04 01:44:21,11.67100127140681,23.0,50.0
2025-09-04 01:44:24,11.725612493356069,23.0,50.0
2025-09-04 01:44:27,11.780224072933198,23.0,50.0
2025-09-04 01:44:31,11.834836542606354,23.0,50.0
2025-09-04 01:44:34,11.889447232087454,23.0,50.0
2025-09-04 01:44:37,11.944056212902069,23.0,50.0
2025-09-04 01:44:41,11.998672902584076,23.0,50.0
2025-09-04 01:44:44,12.053345962365468,23.0,50.0
2025-09-04 01:44:47,12.107956107457479,23.0,50.0
2025-09-04 01:44:50,12.16256988843282,23.0,50.0
2025-09-04 01:44:54,12.217179767290752,23.0,50.0
2025-09-04 01:44:57,12.271791664759318,23.0,50.0
2025-09-04 01:45:00,12.32640637556712,23.0,50.0
2025-09-04 01:45:03,12.381013250350952,23.0,50.0
2025-09-04 01:45:07,12.435626339912414,23.0,50.0
2025-09-04 01:45:10,12.490301549434662,23.0,50.0
2025-09-04 01:45:13,12.544915906588237,23.0,50.0
2025-09-04 01:45:17,12.59953176577886,23.0,50.0
2025-09-04 01:45:20,12.654136323928833,23.0,50.0
2025-09-04 01:45:23,12.708748543262482,23.0,50.0
2025-09-04 01:45:26,12.763422274589539,23.0,50.0
2025-09-04 01:45:30,12.818036409219106,23.0,50.0
2025-09-04 01:45:33,12.87265415986379,23.0,50.0
2025-09-04 01:45:36,12.927260184288025,23.0,50.0
2025-09-04 01:45:40,12.981876075267792,23.0,50.0
2025-09-04 01:45:43,13.036482373873392,23.0,50.0
2025-09-04 01:45:46,13.091098272800446,23.0,50.0
2025-09-04 01:45:49,13.145715300242106,23.0,50.0
2025-09-04 01:45:53,13.200312308470409,23.0,50.0
2025-09-04 01:45:56,13.254931219418843,23.0,50.0
2025-09-04 01:45:59,13.309610990683238,23.0,50.0
2025-09-04 01:46:02,13.364212250709533,23.0,50.0
2025-09-04 01:46:06,13.418831404050191,23.0,50.0
2025-09-04 01:46:09,13.47343589067459,23.0,50.0
2025-09-04 01:46:12,13.528048865000407,23.0,50.0
2025-09-04 01:46:16,13.582665475209554,23.0,50.0
2025-09-04 01:46:19,13.637277249495188,23.0,50.0
2025-09-04 01:46:22,13.69195000330607,23.0,50.0
2025-09-04 01:46:25,13.746567710240681,23.0,50.0
2025-09-04 01:46:29,13.80117416381836,23.0,50.0
2025-09-04 01:46:32,13.85578711827596,23.0,50.0
2025-09-04 01:46:35,13.91040321191152,23.0,50.0
2025-09-04 01:46:38,13.965004901091257,23.0,50.0
2025-09-04 01:46:42,14.01961563428243,23.0,50.0
2025-09-04 01:46:45,14.074228115876515,23.0,50.0
2025-09-04 01:46:48,14.128906126817068,23.0,50.0
2025-09-04 01:46:52,14.183513943354289,23.0,50.0
2025-09-04 01:46:55,14.238129583994548,23.0,50.0
2025-09-04 01:46:58,14.292740734418233,23.0,50.0
2025-09-04 01:47:01,14.347355624039968,23.0,50.0
2025-09-04 01:47:05,14.401963611443838,23.0,50.0
2025-09-04 01:47:08,14.456573820114135,23.0,50.0
2025-09-04 01:47:11,14.511187672615051,23.0,50.0
2025-09-04 01:47:15,14.565796975294749,23.0,50.0
2025-09-04 01:47:18,14.620473563671112,23.0,50.0
2025-09-04 01:47:21,14.675085544586182,23.0,50.0
2025-09-04 01:47:24,14.729692999521891,23.0,50.0
2025-09-04 01:47:28,14.784309283892314,23.0,50.0
2025-09-04 01:47:31,14.838920342922211,23.0,50.0
2025-09-04 01:47:34,14.89353654384613,23.0,50.0
2025-09-04 01:47:37,14.94821203549703,23.0,50.0
2025-09-04 01:47:41,15.002821604410807,23.0,50.0
2025-09-04 01:47:44,15.057430378595988,23.0,50.0
2025-09-04 01:47:47,15.112042768796284,23.0,50.0
2025-09-04 01:47:51,15.166654920578003,23.0,50.0
2025-09-04 01:47:54,15.221266341209411,23.0,50.0
2025-09-04 01:47:57,15.275879780451456,23.0,50.0
2025-09-04 01:48:00,15.330487755934397,23.0,50.0
2025-09-04 01:48:04,15.385164539019266,23.0,50.0
2025-09-04 01:48:07,15.439777159690857,23.0,50.0
2025-09-04 01:48:10,15.49439473549525,23.0,50.0
2025-09-04 01:48:14,15.548999202251434,23.0,50.0
2025-09-04 01:48:17,15.603612307707468,23.0,50.0
2025-09-04 01:48:20,15.65822747151057,23.0,50.0
2025-09-04 01:48:23,15.712833432356517,23.0,50.0
2025-09-04 01:48:27,15.767517872651418,23.0,50.0
2025-09-04 01:48:30,15.822123177846272,23.0,50.0
2025-09-04 01:48:33,15.876739581425985,23.0,50.0
2025-09-04 01:48:36,15.931345450878144,23.0,50.0
2025-09-04 01:48:40,15.985957157611846,23.0,50.0
2025-09-04 01:48:43,16.040569261709848,23.0,50.0
2025-09-04 01:48:46,16.095187159379325,23.0,50.0
2025-09-04 01:48:50,16.149791729450225,23.0,50.0
2025-09-04 01:48:53,16.204467050234477,23.0,50.0
2025-09-04 01:48:56,16.259082567691802,23.0,50.0
2025-09-04 01:48:59,16.31369618177414,23.0,50.0
2025-09-04 01:49:03,16.368308329582213,23.0,50.0
2025-09-04 01:49:06,16.422909410794578,23.0,50.0
2025-09-04 01:49:09,16.477524590492248,23.0,50.0
2025-09-04 01:49:13,16.532139650980632,23.0,50.0
2025-09-04 01:49:16,16.586747519175212,23.0,50.0
2025-09-04 01:49:19,16.64136643409729,23.0,50.0
2025-09-04 01:49:22,16.696032043298086,23.0,50.0
2025-09-04 01:49:26,16.750647163391115,23.0,50.0
2025-09-04 01:49:29,16.805258150895437,23.0,50.0
2025-09-04 01:49:32,16.859872833887735,23.0,50.0
2025-09-04 01:49:35,16.91448167959849,23.0,50.0
2025-09-04 01:49:39,16.96909159819285,23.0,50.0
2025-09-04 01:49:42,17.0237708012263,23.0,50.0
2025-09-04 01:49:45,17.078381129105885,23.0,50.0
2025-09-04 01:49:49,17.13299399614334,23.0,50.0
2025-09-04 01:49:52,17.187605845928193,23.0,50.0
2025-09-04 01:49:55,17.242221550146738,23.0,50.0
2025-09-04 01:49:58,17.29683074156443,23.0,50.0
2025-09-04 01:50:02,17.351437377929688,23.0,50.0
2025-09-04 01:50:05,17.40605476697286,23.0,50.0
2025-09-04 01:50:08,17.46066773335139,23.0,50.0
2025-09-04 01:50:12,17.515336918830872,23.0,50.0
2025-09-04 01:50:15,17.569949618975322,23.0,50.0
2025-09-04 01:50:18,17.624561893939973,23.0,50.0
2025-09-04 01:50:21,17.679170592625937,23.0,50.0
2025-09-04 01:50:25,17.73378119071325,23.0,50.0
2025-09-04 01:50:28,17.78839515844981,23.0,50.0
2025-09-04 01:50:31,17.84301087856293,23.0,50.0
2025-09-04 01:50:34,17.897684121131896,23.0,50.0
2025-09-04 01:50:38,17.952291242281596,23.0,50.0
2025-09-04 01:50:41,18.006905297438305,23.0,50.0
2025-09-04 01:50:44,18.061523512999216,23.0,50.0
2025-09-04 01:50:48,18.11613423426946,23.0,50.0
2025-09-04 01:50:51,18.1707430879275,23.0,50.0
2025-09-04 01:50:54,18.225356606642404,23.0,50.0
2025-09-04 01:50:57,18.280032694339752,23.0,50.0
2025-09-04 01:51:01,18.334641289710998,23.0,50.0
2025-09-04 01:51:04,18.389257391293842,23.0,50.0
2025-09-04 01:51:07,18.443862132231395,23.0,50.0
2025-09-04 01:51:11,18.498482406139374,23.0,50.0
2025-09-04 01:51:14,18.553091688950857,23.0,50.0
2025-09-04 01:51:17,18.607698651154838,23.0,50.0
2025-09-04 01:51:20,18.662312161922454,23.0,50.0
2025-09-04 01:51:24,18.716916557153066,23.0,50.0
2025-09-04 01:51:27,18.77159866889318,23.0,50.0
2025-09-04 01:51:30,18.826211233933765,23.0,50.0
2025-09-04 01:51:33,18.88081827163696,23.0,50.0
2025-09-04 01:51:37,18.935438422362008,23.0,50.0
2025-09-04 01:51:40,18.990049684047698,23.0,50.0
2025-09-04 01:51:43,19.04465386470159,23.0,50.0
2025-09-04 01:51:47,19.099335408210756,23.0,50.0
2025-09-04 01:51:50,19.1539425611496,23.0,50.0
2025-09-04 01:51:53,19.208552940686545,23.0,50.0
2025-09-04 01:51:56,19.263161981105803,23.0,50.0
2025-09-04 01:52:00,19.317777530352274,23.0,50.0
2025-09-04 01:52:03,19.372394859790802,23.0,50.0
2025-09-04 01:52:06,19.427005290985107,23.0,50.0
2025-09-04 01:52:09,19.481610294183096,23.0,50.0
2025-09-04 01:52:13,19.536226491133373,23.0,50.0
2025-09-04 01:52:16,19.590835416316985,23.0,50.0
2025-09-04 01:52:19,19.645443252722423,23.0,50.0
2025-09-04 01:52:23,19.700062080224356,23.0,50.0
2025-09-04 01:52:26,19.754731996854147,23.0,50.0
2025-09-04 01:52:29,19.809346914291382,23.0,50.0
2025-09-04 01:52:32,19.86395521958669,23.0,50.0
2025-09-04 01:52:36,19.91856910387675,23.0,50.0
2025-09-04 01:52:39,19.97325234413147,23.0,50.0
2025-09-04 01:52:42,20.02785941362381,23.0,50.0
2025-09-04 01:52:46,20.082469626267752,23.0,50.0
2025-09-04 01:52:49,20.137085405985513,23.0,50.0
2025-09-04 01:52:52,20.191693059603374,23.0,50.0
2025-09-04 01:52:55,20.246306705474854,23.0,50.0
2025-09-04 01:52:59,20.30091310739517,23.0,50.0
2025-09-04 01:53:02,20.355523864428203,23.0,50.0
2025-09-04 01:53:05,20.410135861237844,23.0,50.0
2025-09-04 01:53:08,20.464813061555226,23.0,50.0
2025-09-04 01:53:12,20.519427196184793,23.0,50.0
2025-09-04 01:53:15,20.574033399422962,23.0,50.0
2025-09-04 01:53:18,20.6286484281222,23.0,50.0
2025-09-04 01:53:22,20.683264847596487,23.0,50.0
2025-09-04 01:53:25,20.737876311937967,23.0,50.0
2025-09-04 01:53:28,20.792479836940764,23.0,50.0
2025-09-04 01:53:31,20.847160855929058,23.0,50.0
2025-09-04 01:53:35,20.90177191098531,23.0,50.0
2025-09-04 01:53:38,20.956387706597646,23.0,50.0
2025-09-04 01:53:41,21.010994958877564,23.0,50.0
2025-09-04 01:53:45,21.06560464700063,23.0,50.0
2025-09-04 01:53:48,21.120215368270873,23.0,50.0
2025-09-04 01:53:51,21.17483253479004,23.0,50.0
2025-09-04 01:53:54,21.229501930872598,23.0,50.0
2025-09-04 01:53:58,21.2841162721316,23.0,50.0
2025-09-04 01:54:01,21.338727025190988,23.0,50.0
2025-09-04 01:54:04,21.393344791730247,23.0,50.0
2025-09-04 01:54:07,21.447945749759675,23.0,50.0
2025-09-04 01:54:11,21.502561267217,23.0,50.0
2025-09-04 01:54:14,21.55717217127482,23.0,50.0
2025-09-04 01:54:17,21.6117884794871,23.0,50.0
2025-09-04 01:54:21,21.666395020484924,23.0,50.0
2025-09-04 01:54:24,21.721002912521364,23.0,50.0
2025-09-04 01:54:27,21.775619022051494,23.0,50.0
2025-09-04 01:54:30,21.830296858151755,23.0,50.0
2025-09-04 01:54:34,21.88490603764852,23.0,50.0
2025-09-04 01:54:37,21.939516631762185,23.0,50.0
2025-09-04 01:54:40,21.994134374459584,23.0,50.0
2025-09-04 01:54:44,22.048803158601125,23.0,50.0
2025-09-04 01:54:47,22.103417189915977,23.0,50.0
2025-09-04 01:54:50,22.158030871550242,23.0,50.0
2025-09-04 01:54:53,22.212641644477845,23.0,50.0
2025-09-04 01:54:57,22.267257106304168,23.0,50.0
2025-09-04 01:55:00,22.321869071324667,23.0,50.0
2025-09-04 01:55:03,22.37647406657537,23.0,50.0
2025-09-04 01:55:06,22.431084672609966,23.0,50.0
2025-09-04 01:55:10,22.48569700717926,23.0,50.0
2025-09-04 01:55:13,22.540308046340943,23.0,50.0
2025-09-04 01:55:16,22.594925701618195,23.0,50.0
2025-09-04 01:55:20,22.649598634243013,23.0,50.0
2025-09-04 01:55:23,22.70421661933263,23.0,50.0
2025-09-04 01:55:26,22.758825782934824,23.0,50.0
2025-09-04 01:55:29,22.813432749112447,23.0,50.0
2025-09-04 01:55:33,22.868048866589863,23.0,50.0
2025-09-04 01:55:36,22.922655574480693,23.0,50.0
2025-09-04 01:55:39,22.977264332771302,23.0,50.0
2025-09-04 01:55:43,23.03194508155187,23.0,50.0
2025-09-04 01:55:46,23.086556820074716,23.0,50.0
2025-09-04 01:55:49,23.14116403659185,23.0,50.0
2025-09-04 01:55:52,23.1957834482193,23.0,50.0
2025-09-04 01:55:56,23.250388634204864,23.0,50.0
2025-09-04 01:55:59,23.305006714661918,23.0,50.0
2025-09-04 01:56:02,23.359614837169648,23.0,50.0
2025-09-04 01:56:05,23.41429095665614,23.0,50.0
2025-09-04 01:56:09,23.468906358877817,23.0,50.0
2025-09-04 01:56:12,23.523511497179665,23.0,50.0
2025-09-04 01:56:15,23.578122663497926,23.0,50.0
2025-09-04 01:56:19,23.632739837964376,23.0,50.0
2025-09-04 01:56:22,23.68734879096349,23.0,50.0
2025-09-04 01:56:25,23.74195541938146,23.0,50.0
2025-09-04 01:56:28,23.79656182130178,23.0,50.0
2025-09-04 01:56:32,23.851177529493967,23.0,50.0
2025-09-04 01:56:35,23.905863217512767,23.0,50.0
2025-09-04 01:56:38,23.960467068354287,23.0,50.0
2025-09-04 01:56:42,24.015083360671998,23.0,50.0
2025-09-04 01:56:45,24.069696859518686,23.0,50.0
2025-09-04 01:56:48,24.124302657445273,23.0,50.0
2025-09-04 01:56:51,24.17898733615875,23.0,50.0
2025-09-04 01:56:55,24.233594338099163,23.0,50.0
2025-09-04 01:56:58,24.288204058011374,23.0,50.0
2025-09-04 01:57:01,24.342820099989574,23.0,50.0
2025-09-04 01:57:04,24.397426497936248,23.0,50.0
2025-09-04 01:57:08,24.452033372720084,23.0,50.0
2025-09-04 01:57:11,24.506653928756712,23.0,50.0
2025-09-04 01:57:14,24.56126506725947,23.0,50.0
2025-09-04 01:57:18,24.615876483917237,23.0,50.0
2025-09-04 01:57:21,24.670483044783275,23.0,50.0
2025-09-04 01:57:24,24.725159641106924,23.0,50.0
2025-09-04 01:57:27,24.779777693748475,23.0,50.0
2025-09-04 01:57:31,24.83438374996185,23.0,50.0
2025-09-04 01:57:34,24.88899173736572,23.0,50.0
2025-09-04 01:57:37,24.94360595146815,23.0,50.0
2025-09-04 01:57:40,24.998216752211253,23.0,50.0
2025-09-04 01:57:44,25.052830024560294,23.0,50.0
2025-09-04 01:57:47,25.107504518826804,23.0,50.0
2025-09-04 01:57:50,25.162121999263764,23.0,50.0
2025-09-04 01:57:54,25.216727058092754,23.0,50.0
2025-09-04 01:57:57,25.271339190006255,23.0,50.0
2025-09-04 01:58:00,25.325958347320558,23.0,50.0
2025-09-04 01:58:03,25.380567336082457,23.0,50.0
2025-09-04 01:58:07,25.43517391284307,23.0,50.0
2025-09-04 01:58:10,25.48978857199351,23.0,50.0
2025-09-04 01:58:13,25.544463082154593,23.0,50.0
2025-09-04 01:58:17,25.599078718821207,23.0,50.0
2025-09-04 01:58:20,25.65368446111679,23.0,50.0
2025-09-04 01:58:23,25.708297423521678,23.0,50.0
2025-09-04 01:58:26,25.762907548745474,23.0,50.0
2025-09-04 01:58:30,25.817520813147226,23.0,50.0
2025-09-04 01:58:33,25.872130807240804,23.0,50.0
2025-09-04 01:58:36,25.926740455627442,23.0,50.0
2025-09-04 01:58:39,25.98135537703832,23.0,50.0
2025-09-04 01:58:43,26.03603002230326,23.0,50.0
2025-09-04 01:58:46,26.09064646164576,23.0,50.0
2025-09-04 01:58:49,26.145252736409507,23.0,50.0
